id,category,question,knowledgeBaseId,expectedDocumentIds,returnedDocumentIds,rank,recallAt1,recallAt3,recallAt5,reciprocalRankAt5,latencyMs,status,error
synthetic-002-10,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》工作日的执行窗口是什么时间？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2579.05,success,
synthetic-002-11,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每月费用或资源使用额度上限是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0,1,1,1,1,1.0,2598.55,success,
synthetic-002-12,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的例行检查安排在哪些时间？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2757.08,success,
synthetic-002-13,人力资源部-安全,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》发生安全或数据异常后多久内要报告？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,3613.45,success,
synthetic-002-14,人力资源部-培训,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每季度至少要完成多少小时专项培训？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || cd6b6dc740046cfd478609184d118f40 || 940b7711b1db6857866bad0d3afe9a70 || 0de68a63896b66f7216c7376d38d6cfe || 1232b8e1f1da8f30520e49a765025d57,1,1,1,1,1.0,2634.65,success,
synthetic-002-15,人力资源部-质量,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》关键流程的一次通过率目标是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,3187.36,success,
synthetic-002-16,人力资源部-质量,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每月随机抽查记录的最低数量是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2665.89,success,
synthetic-002-17,人力资源部-归档,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的流程材料至少保存多久？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 940b7711b1db6857866bad0d3afe9a70 || 1232b8e1f1da8f30520e49a765025d57 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,2784.8,success,
synthetic-002-18,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》当前版本号是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2996.8,success,
synthetic-002-19,人力资源部-联系方式,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的制度支持邮箱是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2556.27,success,
synthetic-002-20,人力资源部-培训,在《澄明科技-人力资源部员工入职与劳动关系季度运行细则》中，未完成培训的人员能否独立处理高风险事项？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2576.98,success,
synthetic-003-01,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》的文档编号是什么？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,2636.2,success,
synthetic-003-02,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》由哪个部门制定？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2589.28,success,
synthetic-003-03,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》规范的核心工作主题是什么？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,2539.34,success,
synthetic-003-04,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》适用于哪些人员？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2727.14,success,
