id,category,question,knowledgeBaseId,expectedDocumentIds,returnedDocumentIds,rank,recallAt1,recallAt3,recallAt5,reciprocalRankAt5,latencyMs,status,error
synthetic-001-20,人力资源部-培训,在《澄明科技-人力资源部员工入职与劳动关系基础执行规范》中，未完成培训的人员能否独立处理高风险事项？,default,cd6b6dc740046cfd478609184d118f40,cd6b6dc740046cfd478609184d118f40 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,3255.84,success,
synthetic-002-01,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的文档编号是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2868.78,success,
synthetic-002-02,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》由哪个部门制定？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0,1,1,1,1,1.0,2730.71,success,
synthetic-002-03,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》规范的核心工作主题是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2964.57,success,
synthetic-002-04,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》适用于哪些人员？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,3647.82,success,
synthetic-002-05,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》从哪一天开始生效？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2920.51,success,
synthetic-002-06,人力资源部-复盘,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》多久复核一次？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2532.95,success,
synthetic-002-07,人力资源部-审批,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的常规事项由谁审批？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,3071.31,success,
synthetic-002-08,人力资源部-审批,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的特殊情况需要谁书面确认？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0,1,1,1,1,1.0,2885.97,success,
synthetic-002-09,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》至少提前多少个工作小时提交申请？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || cd6b6dc740046cfd478609184d118f40 || 0de68a63896b66f7216c7376d38d6cfe || 940b7711b1db6857866bad0d3afe9a70 || 1232b8e1f1da8f30520e49a765025d57,1,1,1,1,1.0,2761.72,success,
synthetic-002-10,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》工作日的执行窗口是什么时间？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2742.45,success,
synthetic-002-11,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每月费用或资源使用额度上限是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0,1,1,1,1,1.0,2538.92,success,
synthetic-002-12,人力资源部-执行要求,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的例行检查安排在哪些时间？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2754.42,success,
synthetic-002-13,人力资源部-安全,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》发生安全或数据异常后多久内要报告？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2743.06,success,
synthetic-002-14,人力资源部-培训,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每季度至少要完成多少小时专项培训？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || cd6b6dc740046cfd478609184d118f40 || 940b7711b1db6857866bad0d3afe9a70 || 0de68a63896b66f7216c7376d38d6cfe || 1232b8e1f1da8f30520e49a765025d57,1,1,1,1,1.0,2792.49,success,
synthetic-002-15,人力资源部-质量,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》关键流程的一次通过率目标是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2564.61,success,
synthetic-002-16,人力资源部-质量,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》每月随机抽查记录的最低数量是多少？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,3270.44,success,
synthetic-002-17,人力资源部-归档,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的流程材料至少保存多久？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 940b7711b1db6857866bad0d3afe9a70 || 1232b8e1f1da8f30520e49a765025d57 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,2771.71,success,
synthetic-002-18,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》当前版本号是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,3074.15,success,
synthetic-002-19,人力资源部-联系方式,《澄明科技-人力资源部员工入职与劳动关系季度运行细则》的制度支持邮箱是什么？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2553.12,success,
synthetic-002-20,人力资源部-培训,在《澄明科技-人力资源部员工入职与劳动关系季度运行细则》中，未完成培训的人员能否独立处理高风险事项？,default,4cbf94d0f558281b16b79c25e9058f17,4cbf94d0f558281b16b79c25e9058f17 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0,1,1,1,1,1.0,2520.28,success,
synthetic-003-01,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》的文档编号是什么？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,2799.51,success,
synthetic-003-02,人力资源部-文档元数据,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》由哪个部门制定？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,2527.48,success,
synthetic-003-03,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》规范的核心工作主题是什么？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0 || 4cbf94d0f558281b16b79c25e9058f17|4cbf94d0f558281b16b79c25e9058f17_seg_0,1,1,1,1,1.0,3305.33,success,
synthetic-003-04,人力资源部-适用范围,《澄明科技-人力资源部员工入职与劳动关系异常处理指引》适用于哪些人员？,default,940b7711b1db6857866bad0d3afe9a70,940b7711b1db6857866bad0d3afe9a70 || 940b7711b1db6857866bad0d3afe9a70|940b7711b1db6857866bad0d3afe9a70_seg_0 || cd6b6dc740046cfd478609184d118f40|cd6b6dc740046cfd478609184d118f40_seg_0 || 1232b8e1f1da8f30520e49a765025d57|1232b8e1f1da8f30520e49a765025d57_seg_0 || 0de68a63896b66f7216c7376d38d6cfe|0de68a63896b66f7216c7376d38d6cfe_seg_0,1,1,1,1,1.0,3106.57,success,
